date,region,pharmacy,drug,unit_price_CFA,availability,units_sold,batch_number,reorder_flag,supplier_code,random_noise
3/1/2015,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,464,1,54,B9179,0,S505,-0.622237165
3/1/2015,Buea,Mont Zion Pharmacy,Amodiaquine,776,1,53,B8517,0,S246,-0.355488641
3/1/2015,Buea,Winners Pharmacy,Amoxicillin,1182,0,42,B5339,,S242,-1.787671612
3/1/2015,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,2039,0,47,B5040,0,S862,-1.220570104
3/1/2015,Buea,Mont Zion Pharmacy,Metronidazole,1688,0,56,B9830,0,S369,-0.523188094
3/1/2015,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1169,0,48,B8019,1,S697,0.949142988
3/1/2015,Buea,Amazing Pharmacy Co Ltd,Paracetamol,299,1,51,B7543,1,S470,1.204922922
3/1/2015,Buea,Mont Zion Pharmacy,Ibuprofen,563,1,39,B4593,0,S241,-1.196660469
3/1/2015,Buea,Winners Pharmacy,Amodiaquine,723,1,60,B9348,1,S605,0.613841341
4/1/2015,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1116,1,38,B2489,0,S873,1.357880788
4/1/2015,Buea,Mont Zion Pharmacy,Ciprofloxacin,2001,,38,B1771,0,S981,1.154354338
4/1/2015,Buea,Winners Pharmacy,Metronidazole,1776,1,47,B2796,0,S256,-0.477381731
4/1/2015,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1027,1,61,B3621,1,S911,-0.682342601
4/1/2015,Buea,Mont Zion Pharmacy,Paracetamol,281,1,40,B7916,0,S710,-0.048195486
4/1/2015,Buea,Winners Pharmacy,Ibuprofen,594,0,47,B2040,1,S494,0.069652665
4/1/2015,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,839,,59,B7252,0,S710,0.983504306
4/1/2015,Buea,Mont Zion Pharmacy,Amoxicillin,1307,1,54,B8668,0,S641,-0.110931936
4/1/2015,Buea,Winners Pharmacy,Ciprofloxacin,1955,1,45,B5119,0,S666,0.976309126
4/1/2015,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1613,0,51,B1188,0,S796,0.741963017
4/1/2015,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1025,1,63,B2876,1,S798,1.476658625
4/1/2015,Buea,Winners Pharmacy,Paracetamol,304,1,41,B9797,,S868,0.275635158
4/1/2015,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,520,1,48,B5371,0,S887,0.278723035
4/1/2015,Buea,Mont Zion Pharmacy,Amodiaquine,801,0,76,B6573,0,S214,-0.313023708
4/1/2015,Buea,Winners Pharmacy,Amoxicillin,1126,1,67,B5808,0,S545,-1.599123473
4/1/2015,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,1954,1,47,B3591,0,S564,0.114861468
4/1/2015,Buea,Mont Zion Pharmacy,Metronidazole,1733,0,51,B1053,0,S839,1.551262855
4/1/2015,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,940,1,52,B5315,1,S612,-1.730873104
4/1/2015,Buea,Amazing Pharmacy Co Ltd,Paracetamol,309,1,61,B3927,0,S619,1.444338792
4/1/2015,Buea,Mont Zion Pharmacy,Ibuprofen,509,0,52,B2743,1,S991,-0.014718259
4/1/2015,Buea,Winners Pharmacy,Amodiaquine,684,1,74,B5889,0,S961,0.79640543
5/1/2015,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1308,1,44,B9317,1,S723,-1.101251905
5/1/2015,Buea,Mont Zion Pharmacy,Ciprofloxacin,1807,1,61,B4258,1,S256,0.487673275
5/1/2015,Buea,Winners Pharmacy,Metronidazole,1437,1,32,B7126,1,S880,-1.434088869
5/1/2015,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1009,1,50,B3646,0,S652,-0.191532824
5/1/2015,Buea,Mont Zion Pharmacy,Paracetamol,327,0,38,B9689,1,S100,0.851354265
5/1/2015,Buea,Winners Pharmacy,Ibuprofen,562,1,43,B6310,0,S600,-0.620363723
5/1/2015,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,760,1,72,B1319,1,S214,0.851402092
5/1/2015,Buea,Mont Zion Pharmacy,Amoxicillin,1402,1,50,B6947,0,S999,-0.987935846
5/1/2015,Buea,Winners Pharmacy,Ciprofloxacin,1908,1,44,B6038,1,S345,-1.061262633
5/1/2015,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1497,1,52,B1949,0,S346,-0.654373346
5/1/2015,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,926,1,51,B2290,0,S187,-0.38806919
5/1/2015,Buea,Winners Pharmacy,Paracetamol,303,1,53,B8962,,S935,-0.668401968
5/1/2015,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,541,1,44,B2133,1,S878,-0.381910222
5/1/2015,Buea,Mont Zion Pharmacy,Amodiaquine,690,1,66,B9727,0,S884,-0.413451239
5/1/2015,Buea,Winners Pharmacy,Amoxicillin,1228,0,48,B3060,0,S231,-0.724001797
5/1/2015,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,1981,1,63,B8787,1,S662,-0.532580302
5/1/2015,Buea,Mont Zion Pharmacy,Metronidazole,1696,1,43,B3705,0,S371,-0.458619277
5/1/2015,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1083,1,45,B9645,0,S993,-0.306716399
5/1/2015,Buea,Amazing Pharmacy Co Ltd,Paracetamol,318,1,34,B7932,1,S316,-0.601968679
5/1/2015,Buea,Mont Zion Pharmacy,Ibuprofen,552,1,56,B9835,0,S873,0.760251095
5/1/2015,Buea,Winners Pharmacy,Amodiaquine,703,,91,B4295,1,S830,0.169729284
6/1/2015,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1145,1,51,B6107,0,S508,0.089393919
6/1/2015,Buea,Mont Zion Pharmacy,Ciprofloxacin,1729,0,42,B7118,0,S548,-2.208106552
6/1/2015,Buea,Winners Pharmacy,Metronidazole,1745,1,48,B9479,0,S562,0.360778425
6/1/2015,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1039,1,46,B2982,1,S353,-0.239178666
6/1/2015,Buea,Mont Zion Pharmacy,Paracetamol,319,1,61,B4681,,S165,0.823104976
6/1/2015,Buea,Winners Pharmacy,Ibuprofen,544,1,46,B6539,0,S121,0.965922008
6/1/2015,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,796,1,65,B4770,0,S702,0.082054871
6/1/2015,Buea,Mont Zion Pharmacy,Amoxicillin,,0,51,B4608,0,S107,1.286974964
6/1/2015,Buea,Winners Pharmacy,Ciprofloxacin,1701,1,44,B2163,0,S824,-0.444637558
6/1/2015,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1662,1,51,B1964,1,S334,0.170594204
6/1/2015,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1020,1,49,B2104,0,S132,0.835565398
6/1/2015,Buea,Winners Pharmacy,Paracetamol,316,0,52,B6413,,S172,1.782163619
6/1/2015,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,588,1,54,B9423,0,S343,0.590274619
6/1/2015,Buea,Mont Zion Pharmacy,Amodiaquine,719,1,90,B5562,,S785,2.538691102
6/1/2015,Buea,Winners Pharmacy,Amoxicillin,1224,0,35,B8953,1,S319,0.523952667
6/1/2015,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,1800,0,48,B9834,0,S235,1.270125547
6/1/2015,Buea,Mont Zion Pharmacy,Metronidazole,1553,1,44,B8744,1,S348,-0.818474217
6/1/2015,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1050,1,48,B8749,0,S926,-1.017192171
6/1/2015,Buea,Amazing Pharmacy Co Ltd,Paracetamol,356,1,41,B7669,,S294,0.516669309
6/1/2015,Buea,Mont Zion Pharmacy,Ibuprofen,525,1,52,B2545,1,S199,-0.114844019
6/1/2015,Buea,Winners Pharmacy,Amodiaquine,670,1,77,B8062,0,S462,0.155036624
7/1/2015,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1269,1,49,B7939,1,S520,0.289842264
7/1/2015,Buea,Mont Zion Pharmacy,Ciprofloxacin,2131,1,47,B8651,0,S984,-0.254821268
7/1/2015,Buea,Winners Pharmacy,Metronidazole,1361,1,42,B1887,1,S789,-0.704470103
7/1/2015,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1102,1,57,B2612,1,S162,-0.72831515
7/1/2015,Buea,Mont Zion Pharmacy,Paracetamol,279,0,54,B7596,0,S845,1.646397243
7/1/2015,Buea,Winners Pharmacy,Ibuprofen,481,1,55,B6559,1,S919,-1.007089364
7/1/2015,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,674,0,52,B2790,0,S354,-1.241501231
7/1/2015,Buea,Mont Zion Pharmacy,Amoxicillin,1217,1,52,B4139,0,S294,-0.816305409
7/1/2015,Buea,Winners Pharmacy,Ciprofloxacin,1918,0,49,B9786,0,S559,0.97182269
7/1/2015,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1710,1,48,B3296,0,S532,-0.030958251
7/1/2015,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1090,0,45,B4006,,S385,-1.28844738
7/1/2015,Buea,Winners Pharmacy,Paracetamol,295,1,49,B8579,0,S355,0.100817422
7/1/2015,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,548,1,68,B2235,1,S553,1.620533445
7/1/2015,Buea,Mont Zion Pharmacy,Amodiaquine,770,1,48,B2604,1,S151,1.570494635
7/1/2015,Buea,Winners Pharmacy,Amoxicillin,1140,1,55,B9856,1,S956,-1.524015242
7/1/2015,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,1812,1,55,B1241,0,S195,-0.798439047
7/1/2015,Buea,Mont Zion Pharmacy,Metronidazole,1649,1,64,B4872,1,S270,0.607566864
7/1/2015,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,915,1,50,B7658,0,S597,-1.519179983
7/1/2015,Buea,Amazing Pharmacy Co Ltd,Paracetamol,280,1,46,B8886,0,S318,-1.557952318
7/1/2015,Buea,Mont Zion Pharmacy,Ibuprofen,573,1,67,B7570,0,S160,-0.40038136
7/1/2015,Buea,Winners Pharmacy,Amodiaquine,706,1,39,B3697,,S488,-1.319347889
8/1/2015,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1275,0,59,B1035,0,S499,-0.226245219
8/1/2015,Buea,Mont Zion Pharmacy,Ciprofloxacin,1994,1,58,B5345,1,S902,0.818484735
8/1/2015,Buea,Winners Pharmacy,Metronidazole,1365,0,54,B8454,,S392,0.133847654
8/1/2015,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1183,0,49,B7930,0,S813,-1.405159922
8/1/2015,Buea,Mont Zion Pharmacy,Paracetamol,281,1,46,B8973,0,S258,0.501033344
8/1/2015,Buea,Winners Pharmacy,Ibuprofen,460,1,56,B4111,0,S403,0.867765024
8/1/2015,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,759,0,44,B4566,1,S159,0.283032205
8/1/2015,Buea,Mont Zion Pharmacy,Amoxicillin,1395,1,51,B9883,,S162,1.223170951
8/1/2015,Buea,Winners Pharmacy,Ciprofloxacin,1837,0,50,B6138,,S158,-0.68343179
8/1/2015,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1696,1,48,B1821,1,S698,-0.300360488
8/1/2015,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,986,1,46,B8811,1,S614,-0.804786917
8/1/2015,Buea,Winners Pharmacy,Paracetamol,359,1,58,B9701,1,S261,-0.165723053
8/1/2015,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,582,1,76,B1931,1,S620,-0.825584843
8/1/2015,Buea,Mont Zion Pharmacy,Amodiaquine,838,1,53,B2312,1,S971,-0.517533651
8/1/2015,Buea,Winners Pharmacy,Amoxicillin,1147,1,56,B4044,,S170,-0.598924397
8/1/2015,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,2097,1,42,B2113,0,S791,0.34361859
8/1/2015,Buea,Mont Zion Pharmacy,Metronidazole,1451,1,44,B4853,0,S513,-0.376552651
8/1/2015,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,927,1,60,B2964,0,S683,0.543499103
8/1/2015,Buea,Amazing Pharmacy Co Ltd,Paracetamol,320,1,47,B5033,1,S692,1.083609654
8/1/2015,Buea,Mont Zion Pharmacy,Ibuprofen,559,1,60,B1651,0,S734,-3.480808829
8/1/2015,Buea,Winners Pharmacy,Amodiaquine,754,1,58,B2343,0,S529,-0.870223242
9/1/2015,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1176,0,53,B9565,0,S423,0.502416632
9/1/2015,Buea,Mont Zion Pharmacy,Ciprofloxacin,1987,1,52,B5272,0,S309,0.857445932
9/1/2015,Buea,Winners Pharmacy,Metronidazole,1742,1,41,B6147,1,S344,0.418252555
9/1/2015,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1052,1,53,B5351,0,S505,0.400412029
9/1/2015,Buea,Mont Zion Pharmacy,Paracetamol,340,1,40,B3144,,S787,1.208981944
9/1/2015,Buea,Winners Pharmacy,Ibuprofen,590,1,54,B5915,0,S568,-1.441494248
9/1/2015,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,644,1,77,B6180,1,S869,0.367102267
9/1/2015,Buea,Mont Zion Pharmacy,Amoxicillin,1089,1,50,B2188,0,S109,-0.525805387
9/1/2015,Buea,Winners Pharmacy,Ciprofloxacin,1768,1,49,B8508,0,S736,1.121853189
9/1/2015,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1473,1,66,B2638,,S175,1.310543825
9/1/2015,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1026,1,53,B9808,,S318,0.897888539
9/1/2015,Buea,Winners Pharmacy,Paracetamol,291,1,43,B9288,0,S371,-0.206567168
9/1/2015,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,580,1,49,B3170,0,S457,0.707715541
9/1/2015,Buea,Mont Zion Pharmacy,Amodiaquine,807,1,82,B2127,1,S350,0.72254008
9/1/2015,Buea,Winners Pharmacy,Amoxicillin,1412,1,52,B7054,1,S391,0.374977938
9/1/2015,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,1852,1,43,B3584,0,S548,-0.757399517
9/1/2015,Buea,Mont Zion Pharmacy,Metronidazole,1471,1,57,B9900,1,S820,-0.173034879
9/1/2015,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1044,1,52,B5956,0,S726,-0.68815969
9/1/2015,Buea,Amazing Pharmacy Co Ltd,Paracetamol,340,,39,B9666,1,S108,2.402026282
9/1/2015,Buea,Mont Zion Pharmacy,Ibuprofen,555,1,51,B5905,0,S779,-0.022603089
9/1/2015,Buea,Winners Pharmacy,Amodiaquine,648,1,71,B2697,0,S999,0.195410285
10/1/2015,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1328,1,57,B3200,1,S370,-1.062632777
10/1/2015,Buea,Mont Zion Pharmacy,Ciprofloxacin,1964,0,54,B2891,1,S209,1.811980124
10/1/2015,Buea,Winners Pharmacy,Metronidazole,1742,1,55,B3546,0,S378,0.357925729
10/1/2015,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,924,0,60,B5616,0,S719,0.401343627
10/1/2015,Buea,Mont Zion Pharmacy,Paracetamol,336,1,38,B4450,1,S834,2.182507024
10/1/2015,Buea,Winners Pharmacy,Ibuprofen,581,1,46,B6617,0,S308,2.965010352
10/1/2015,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,781,1,67,B5325,1,S617,-0.096628907
10/1/2015,Buea,Mont Zion Pharmacy,Amoxicillin,1173,1,49,B9004,0,S357,-1.864331528
10/1/2015,Buea,Winners Pharmacy,Ciprofloxacin,1820,1,59,B1832,0,S194,-0.901600746
10/1/2015,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1569,1,48,B7939,,S949,0.532859893
10/1/2015,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1089,1,55,B5533,,S145,-1.253808234
10/1/2015,Buea,Winners Pharmacy,Paracetamol,286,0,50,B1058,0,S441,-2.234426442
10/1/2015,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,539,,42,B3143,1,S752,0.235199829
10/1/2015,Buea,Mont Zion Pharmacy,Amodiaquine,768,1,70,B5291,,S265,-1.55589865
10/1/2015,Buea,Winners Pharmacy,Amoxicillin,1106,1,42,B8239,0,S664,-0.27239597
10/1/2015,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,1853,1,44,B8007,1,S674,0.84707901
10/1/2015,Buea,Mont Zion Pharmacy,Metronidazole,1564,1,58,B1158,0,S214,1.222500915
10/1/2015,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,962,1,40,B2232,0,S807,-0.130915973
10/1/2015,Buea,Amazing Pharmacy Co Ltd,Paracetamol,354,1,46,B3442,1,S658,-1.034954865
10/1/2015,Buea,Mont Zion Pharmacy,Ibuprofen,598,,70,B1590,0,S954,-0.133579841
10/1/2015,Buea,Winners Pharmacy,Amodiaquine,738,1,75,B7049,1,S696,1.085866342
11/1/2015,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1191,1,54,B3426,,S540,0.276569153
11/1/2015,Buea,Mont Zion Pharmacy,Ciprofloxacin,1860,1,59,B3088,0,S142,-0.650713537
11/1/2015,Buea,Winners Pharmacy,Metronidazole,1775,1,54,B6050,0,S473,-0.448920828
11/1/2015,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1179,1,54,B1653,0,S466,0.067498536
11/1/2015,Buea,Mont Zion Pharmacy,Paracetamol,305,1,53,B4441,,S798,1.005142573
11/1/2015,Buea,Winners Pharmacy,Ibuprofen,567,0,51,B5088,0,S782,-0.252380043
11/1/2015,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,699,1,53,B2684,0,S462,1.289756528
11/1/2015,Buea,Mont Zion Pharmacy,Amoxicillin,1123,1,51,B7658,0,S735,-0.261399925
11/1/2015,Buea,Winners Pharmacy,Ciprofloxacin,1834,1,54,B3532,1,S342,-1.293145324
11/1/2015,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1383,1,52,B3662,0,S919,-0.600973963
11/1/2015,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1014,1,59,B3900,1,S522,-1.156744225
11/1/2015,Buea,Winners Pharmacy,Paracetamol,306,1,52,B1406,0,S283,-1.532795852
11/1/2015,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,572,0,61,B6442,1,S901,-0.188896688
11/1/2015,Buea,Mont Zion Pharmacy,Amodiaquine,651,1,50,B7745,0,S921,0.553073276
11/1/2015,Buea,Winners Pharmacy,Amoxicillin,1369,1,51,B5065,0,S373,-0.603323565
11/1/2015,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,1686,1,42,B3608,0,S906,-1.586811716
11/1/2015,Buea,Mont Zion Pharmacy,Metronidazole,1669,1,40,B2771,,S491,1.397414703
11/1/2015,Buea,Winners Pharmacy,Trimethoprim-Sulfamethoxazole,1065,0,66,B1634,0,S979,-0.075144167
11/1/2015,Buea,Amazing Pharmacy Co Ltd,Paracetamol,291,1,43,B8711,0,S327,-0.275323224
11/1/2015,Buea,Mont Zion Pharmacy,Ibuprofen,486,0,56,B4269,0,S936,0.751375987
11/1/2015,Buea,Winners Pharmacy,Amodiaquine,770,1,39,B8541,0,S458,0.524362747
12/1/2015,Buea,Amazing Pharmacy Co Ltd,Amoxicillin,1391,1,44,B6000,0,S940,-0.734910414
12/1/2015,Buea,Mont Zion Pharmacy,Ciprofloxacin,1948,1,51,B4728,0,S328,0.314383494
12/1/2015,Buea,Winners Pharmacy,Metronidazole,1411,1,54,B1387,0,S775,-0.002083797
12/1/2015,Buea,Amazing Pharmacy Co Ltd,Trimethoprim-Sulfamethoxazole,1108,1,39,B4164,1,S508,-1.100779283
12/1/2015,Buea,Mont Zion Pharmacy,Paracetamol,302,1,37,B6378,0,S385,-0.711298625
12/1/2015,Buea,Winners Pharmacy,Ibuprofen,485,1,51,B2137,0,S891,-1.172603257
12/1/2015,Buea,Amazing Pharmacy Co Ltd,Amodiaquine,771,1,51,B5573,1,S459,-1.233468101
12/1/2015,Buea,Mont Zion Pharmacy,Amoxicillin,1282,1,67,B9346,1,S509,-0.914959068
12/1/2015,Buea,Winners Pharmacy,Ciprofloxacin,1863,1,56,B9785,0,S439,0.081276843
12/1/2015,Buea,Amazing Pharmacy Co Ltd,Metronidazole,1767,1,44,B1452,,S218,0.072996756
12/1/2015,Buea,Mont Zion Pharmacy,Trimethoprim-Sulfamethoxazole,1153,1,50,B5279,0,S282,0.78007818
12/1/2015,Buea,Winners Pharmacy,Paracetamol,281,1,54,B5349,1,S139,-0.704287708
12/1/2015,Buea,Amazing Pharmacy Co Ltd,Ibuprofen,591,1,51,B2776,0,S710,-0.238880748
12/1/2015,Buea,Mont Zion Pharmacy,Amodiaquine,756,1,50,B8119,,S453,-0.384841882
12/1/2015,Buea,Winners Pharmacy,Amoxicillin,1415,1,40,B6139,0,S546,0.463972283
12/1/2015,Buea,Amazing Pharmacy Co Ltd,Ciprofloxacin,2089,1,57,B9379,1,S218,-1.187912809
12/1/2015,Buea,Mont Zion Pharmacy,Metronidazole,1663,1,47,B7311,0,S690,-0.353016057
